##FILE_TYPE,問題DATA,,,,,,,,,,,,,,,,,,,
##YEAR,2007,,,,,,,,,,,,,,,,,,,
##UDATE,2007/4/24,,,,,,,,,,,,,,,,,,,
##VERSION,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
##DATA_START,,,,,,,,,,,,,,,,,,,,
ID,(1)教科書[ID],(1)設問[ID],(1)章[ID],(1)章[番号],,,(1)PAGE,(1)文例,SORT-KEY,[単語](英),[単語](品詞),[単語](英)アクセント,[単語](日),[単語](語形),[単語](語形)答,[熟語](英),[熟語](日),[長文](英),[長文](日),[OPTION]1
14,73,"8,10",1,1,第1章　中学必修語200,§1　動詞60,14,10,try,try,,,～を試みる，～をしようとする,,,try doing,試しにdoしてみる,"<S><SB>I <B>tried</B> to call my sister</S>, but her phone was busy.",私は妹に電話を<B>しようとした</B>が，話し中だった。,
15,73,"1,2,3,4,6,8,10,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,14,11,see,see,,,～を見る；～だとわかる,名詞形,sight,see O do,Oがdoするのを見る,<S><SB>I <B>saw</B> my mother walking</S> around the kitchen.,私は母が台所を歩き回っているのを<B>見た</B>。,
16,73,6,1,1,第1章　中学必修語200,§1　動詞60,14,11,see,see,,,～を見る；～だとわかる,同音語「海」,sea,see O do [doing],Oがdoする［している］のを見る,<S><SB>I <B>saw</B> my mother walking</S> around the kitchen.,私は母が台所を歩き回っているのを<B>見た</B>。,
17,73,"1,2,3,4,6,8,10,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,14,12,hear,hear,,,～を聞く；～が聞こえる，耳が聞こえる,名詞形,hearing,hear O do,Oがdoするのを聞く,<S><SB>Bob <B>heard</B> his mother calling his aunt</S>.,ボブは，母がおばに電話しているのを<B>聞いた</B>。,
18,73,"1,2,3,4,6,8,10,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,14,13,talk,talk,,,話す，語る,形容詞形,talkative,talk about ~,～について話す,<S>My <SJ> boss <B>talked</B> to me about my <SJ> work</S>.,上司は私の仕事について<B>話した</B>。,
19,73,"8,10",1,1,第1章　中学必修語200,§1　動詞60,14,13,talk,talk,,,話す，語る,,,take O into doing,Ｏを説得してdoさせる,<S>My <SJ> boss <B>talked</B> to me about my <SJ> work</S>.,上司は私の仕事について<B>話した</B>。,
20,73,"1,2,3,4,6,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,14,14,learn,learn,,,～を学ぶ，学習する,名詞形,learning,,,<S><SB>I <B>learned</B> <SB>Korean at high school</S>.,私は高校で韓国語を<B>学んだ</B>。,
21,73,6,1,1,第1章　中学必修語200,§1　動詞60,14,14,learn,learn,,,～を学ぶ，学習する,形容詞形,learned,,,I <B>learned</B> Korean at high school.,私は高校で韓国語を<B>学んだ</B>。,
22,73,"1,2,3,4,6,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,14,15,say,say,,,～と言う,名詞形,saying,,,<S>She <B>said</B> that she would be here</S> at three.,彼女は3時にここに来ると<B>言った</B>。,
23,73,"1,2,3,4,6,8,10,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,14,16,find,find,,,～を見つける；～を…だと思う,名詞形,finding,find O+C,OがCであるとわかる,<S><SB>I <B>found</B> my watch under the desk</S>.,私は机の下で私の時計を<B>見つけた</B>。,
24,73,"1,2,3,4,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,16,17,sit,sit,,,座る；座っている,,,,,<S>The dog <B>sat</B> next to the chair</S>.,その犬は椅子の隣に<B>座っていた</B>。,
25,73,"1,2,3,4,5,6,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,16,18,understand,un<A>der<A>stand,,3,～を理解する，わかる,名詞形,understanding,,,<S><SB>I couldn't <B>understand</B> what he was saying</S>.,私は彼が言っていることを<B>理解でき</B>なかった。,
26,73,6,1,1,第1章　中学必修語200,§1　動詞60,16,18,understand,un<A>der<A>stand,,3,～を理解する，わかる,形容詞形,understandable,,,I couldn't <B>understand</B> what he was saying.,私は彼が言っていることを<B>理解でき</B>なかった。,
27,73,"1,2,3,4,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,16,19,buy,buy,,,～を買う,,,,,<S><SB>Mary <B>bought</B> a new skirt</S> at the store.,メアリーはその店で新しいスカートを<B>買った</B>。,
28,73,"1,2,3,4,6,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,16,20,move,move,,,～を動かす，移動させる，動く，移動する,形容詞形,movable,,,<S><SB>Harry <B>moved</B> the book on the desk</S>.,ハリーは机の上の本を<B>動かした</B>。,
29,73,"1,2,3,4,5,6,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,16,21,happen,hap<A>pen,,1,（出来事などが）起こる，生じる,名詞形,happening,,,<S>How could this <B>happen</B></S>?,どうしたらそんなことが<B>起こる</B>だろうか。,
30,73,"1,2,3,4,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,16,22,speak,speak,,,（言葉）を話す，しゃべる；演説する,名詞形「話，演説」,speech,,,<S><SB>I <B>speak</B> both <SB>English and</S> Japanese.,私は英語と日本語の両方を<B>話す</B>。,
31,73,6,1,1,第1章　中学必修語200,§1　動詞60,16,22,speak,speak,,,（言葉）を話す，しゃべる；演説する,名詞形「話す人；拡声器」,speaker,,,<S><SB>I <B>speak</B> both <SB>English and</S> Japanese.,私は英語と日本語の両方を<B>話す</B>。,
32,73,"1,2,3,6,8,10,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,16,23,start,start,,,始まる；出発する，～を始める,類義語,begin,start doing [to do],doし始める,<S><SB>I have <B>started</B> learning to</S> speak Chinese.,私は中国語を話せるようになり<B>始めた</B>。,started / begun
33,73,4,1,1,第1章　中学必修語200,§1　動詞60,16,23,start,start / begin,,,始まる；出発する，～を始める,類義語,begin,start doing [to do],doし始める,<S><SB>I have <B>started</B> learning to</S> speak Chinese.,私は中国語を話せるようになり<B>始めた</B>。,
34,73,"1,2,3,5,6,8,10,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,16,24,begin,be<A>gin,,2,始まる，開始する，～を始める,名詞形「始まり」,beginning,begin to do [doing],doし始める,<S>My mother <B>began</B> to walk across the road</S>.,私の母は通りを横断し<B>始めた</B>。,began / started
35,73,4,1,1,第1章　中学必修語200,§1　動詞60,16,24,begin,start / begin,,2,始まる，開始する，～を始める,名詞形「始まり」,beginning,begin to do [doing],doし始める,<S>My mother <B>began</B> to walk across the road</S>.,私の母は通りを横断し<B>始めた</B>。,
36,73,"6,8,10",1,1,第1章　中学必修語200,§1　動詞60,16,24,begin,be<A>gin,,2,始まる，開始する，～を始める,名詞形「初心者」,beginner,to begin with,まず始めに,<S>My mother <B>began</B> to walk across the road</S>.,私の母は通りを横断し<B>始めた</B>。,
37,73,"1,2,3,4,6,8,10,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,16,25,lose,lose,,,～を失う，なくす；～で負ける,名詞形,loss,lost and found,遺失物取扱所,<S>He <B>lost</B> his wallet at the station</S>.,彼は財布を駅で<B>なくした</B>。,
38,73,"1,2,3,4,6,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,18,26,paint,paint,,,～にペンキを塗る；～を絵の具で描く,名詞形「画家」,painter,,,<S>He <B>painted</B> his garage</S> yesterday.,彼は昨日，ガレージにペンキを<B>塗った</B>。,
39,73,6,1,1,第1章　中学必修語200,§1　動詞60,18,26,paint,paint,,,～にペンキを塗る；～を絵の具で描く,名詞形「絵画」,painting,,,<S>He <B>painted</B> his garage</S> yesterday.,彼は昨日，ガレージにペンキを<B>塗った</B>。,
40,73,"1,2,3,4,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,18,27,set,set,,,～を置く，セットする,,,,,<S><SB>I <B>set</B> my bag on the bed</S>.,私はかばんをベッドに<B>置いた</B>。,
41,73,"1,2,3,4,6,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,18,28,read,read,,,～を読む，読書をする,名詞形「読書」,reading,,,<S><SB>I <B>read</B> books about computers yesterday</S>.,私は昨日，コンピュータに関する本を<B>読んだ</B>。,
42,73,6,1,1,第1章　中学必修語200,§1　動詞60,18,28,read,read,,,～を読む，読書をする,名詞形「読者；絵本」,reader,,,I <B>read</B> books about computers yesterday.,私は昨日，コンピュータに関する本を<B>読んだ</B>。,
43,73,"1,2,3,4,8,10,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,18,29,catch,catch,,,～を捕まえる，捕らえる,,,catch up with ~,～に追いつく,The police <S>were not able to <B>catch</B> the man</S>.,警察はその男を<B>捕まえる</B>ことができなかった。,
44,73,"1,2,3,4,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,18,30,hold,hold,,,～を持つ，抑える；～を保つ,,,,,<S>He <B>held</B> his wife's bag</S> as she bought the skirt.,彼は妻がスカートを買うときにバッグを<B>持っていた</B>。,
45,73,"1,2,3,4,5,6,8,10,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,18,31,remember,re<A>mem<A>ber,,2,～を覚えている；～を思い出す,名詞形,remembrance,remember doing,doしたことを覚えている　,<S>Do you <B>remember</B> living in <SB>Hokkaido</S> when we were children?,私たちが小さいとき，北海道に住んでいたのを<B>覚えていますか</B>。,
46,73,"8,10",1,1,第1章　中学必修語200,§1　動詞60,18,31,remember,re<A>mem<A>ber,,2,～を覚えている；～を思い出す,,,remember to do,（これから）doすることを覚えている,<S>Do you <B>remember</B> living in <SB>Hokkaido</S> when we were children?,私たちが小さいとき，北海道に住んでいたのを<B>覚えていますか</B>。,
47,73,"1,2,3,4,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,18,32,stay,stay,,,とどまる；滞在する；～のままでいる；滞在,,,,,<S>She <B>stayed</B> at the hotel for three nights</S>.,彼女はそのホテルに３日間<B>泊まった</B>。,
48,73,"1,2,3,4,6,8,10,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,18,33,wait,wait,,,（～を）待つ,名詞形「ウェイター」,waiter,wait for ~,～を待つ,<S><SB>I <B>waited</B> for my sister at the bookstore</S>.,私は本屋で妹を<B>待っていた</B>。,
49,73,6,1,1,第1章　中学必修語200,§1　動詞60,18,33,wait,wait,,,（～を）待つ,名詞形「ウェイトレス」,waitress,wait for ~,～を待つ,<S><SB>I <B>waited</B> for my sister at the bookstore</S>.,私は本屋で妹を<B>待っていた</B>。,
50,73,"1,2,3,4,8,10,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,20,34,smile,smile,,,微笑む；にっこりする,,,smile at ~,～に向かってほほえむ,<S>The young man <B>smiled</B> at her</S>.,その若い男性は彼女に<B>ほほえんだ</B>。,
51,73,"1,2,3,4,6,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,20,35,eat,eat,,,～を食べる，食事をする,形容詞形,eatable,,,<S>My husband doesn't <B>eat</B> enough</S>.,私の夫は十分に<B>食事をしてい</B>ない。,
52,73,6,1,1,第1章　中学必修語200,§1　動詞60,20,35,eat,eat,,,～を食べる，食事をする,関連語「食用の」,edible,,,<S>My husband doesn't <B>eat</B> enough</S>.,私の夫は十分に<B>食事をしてい</B>ない。,
53,73,"1,2,3,4,6,8,10,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,20,36,hope,hope,,,（～を）望む，期待する，～と望む，思う,形容詞形「希望に満ちた，有望な」,hopeful,hope to do,doしたい,<S><SB>I <B>hope</B> to be a doctor</S> when I'm older.,私は大きくなったら医者になり<B>たい</B>。,hope / want
54,73,6,1,1,第1章　中学必修語200,§1　動詞60,20,36,hope,hope,,,（～を）望む，期待する，～と望む，思う,形容詞形「望みのない，絶望的な」,hopeless,hope to do,doしたい,<S><SB>I <B>hope</B> to be a doctor</S> when I'm older.,私は大きくなったら医者になり<B>たい</B>。,
55,73,"1,2,3,4,5,6,8,10,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,20,37,arrive,ar<A>rive,,2,（～に）着く，到着する,名詞形,arrival,arrive at [in] ~,～に到着する,<S>We <B>arrived</B> at the station</S> at 10am.,私たちは駅に午前10時に<B>着いた</B>。,
56,73,"1,2,3,4,5,6,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,20,38,travel,trav<A>el,,1,旅行する；（光・音などが）伝わる；旅行,人を表す名詞,traveler,,,<S>My parents often <B>travel</B> around <SB>Japan</S>.,私の両親はよく日本国内を<B>旅行する</B>。,
57,73,"1,2,3,4,6,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,20,39,smell,smell,,,（～の）においがする，～のにおいをかぐ,形容詞形,smelly,,,<S>The apple pie <B>smells</B> good</S>.,そのアップルパイはよい<B>においがしている</B>。,
58,73,"1,2,3,4,6,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,20,40,climb,climb,,,～に登る；登山する,名詞形「登山」,climbing,,,<S>We <B>climbed</B> the mountain</S>.,私たちはその山に<B>登った</B>。,
59,73,6,1,1,第1章　中学必修語200,§1　動詞60,20,40,climb,climb,,,～に登る；登山する,名詞形「登山者」,climber,,,<S>We <B>climbed</B> the mountain</S>.,私たちはその山に<B>登った</B>。,
60,73,"1,2,3,4,8,10,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,22,41,pick,pick,,,～を選ぶ；～を摘む,,,pick out ~,～を選び出す,<S>She <B>picked</B> the apples from the tree</S>.,彼女は木からリンゴを<B>摘み取った</B>。,
61,73,"8,10",1,1,第1章　中学必修語200,§1　動詞60,22,41,pick,pick,,,～を選ぶ；～を摘む,,,pick up ~,～を手に入れる,<S>She <B>picked</B> the apples from the tree</S>.,彼女は木からリンゴを<B>摘み取った</B>。,
62,73,"1,2,3,4,6,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,22,42,pass,pass,,,～を通り過ぎる；通過する；（時間が）過ぎ去る,人を表す名詞,passer-by,,,<S><SB>I <B>pass</B> the library every morning</S>.,私は毎朝，図書館の所を<B>通る</B>。,
63,73,"1,2,3,4,6,8,10,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,22,43,fill,fill,,,～を満たす，いっぱいにする,形容詞形,full,fill A with B,AをBで満たす,<S><SB>Mary <B>filled</B> my cup with milk</S>.,メアリは私のカップをミルクで<B>満たした</B>。,
64,73,"1,2,3,4,5,6,8,10,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,22,44,listen,lis<A>ten,,1,（意識して）聞く，聞こうとする,人を表す名詞,listener,listen to ~,～を聞く,<S><SB>Ruth often <B>listens</B> to the radio</S> at night.,ルースは夜ラジオを<B>聞く</B>ことがよくある。,
65,73,"1,2,3,4,6,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,22,45,sell,sell,,,～を売る，売れる；売れ行きが～である,名詞形「販売」,sale,,,<S><SB>Bob <B>sells</B> old cars for a living</S>.,ボブは古い車を<B>売って</B>生計を立てている。,
66,73,6,1,1,第1章　中学必修語200,§1　動詞60,22,45,sell,sell,,,～を売る，売れる；売れ行きが～である,名詞形「販売員」,salesperson,,,<S><SB>Bob <B>sells</B> old cars for a living</S>.,ボブは古い車を<B>売って</B>生計を立てている。,
67,73,"1,2,3,4,6,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,22,46,write,write,,,～を書く，手紙を書く,人を表す名詞,writer,,,<S><SB>I <B>wrote</B> a letter to my pen friend</S> yesterday.,私は昨日，文通相手に手紙を<B>書いた</B>。,
68,73,"1,2,3,4,6,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,22,47,cut,cut,,,～を切る；削減する,名詞形「裁断する人［機会］,cutter,,,<S>She <B>cut</B> the cake with a knife</S>.,彼女はケーキをナイフで<B>カットした</B>。,
69,73,"1,2,3,4,6,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,22,48,sleep,sleep,,,眠る，眠っている；眠り,形容詞形「寝ている」,asleep,,,<S><SB>I <B>slept</B> at midnight last night</S>.,昨夜，私は夜の12時に<B>寝た</B>。,
70,73,6,1,1,第1章　中学必修語200,§1　動詞60,22,48,sleep,sleep,,,眠る，眠っている；眠り,形容詞形「眠い」,sleepy,,,<S><SB>I <B>slept</B> at midnight last night</S>.,昨夜，私は夜の12時に<B>寝た</B>。,
71,73,6,1,1,第1章　中学必修語200,§1　動詞60,22,48,sleep,sleep,,,眠る，眠っている；眠り,形容詞形「眠れない」,sleepless,,,<S><SB>I <B>slept</B> at midnight last night</S>.,昨夜，私は夜の12時に<B>寝た</B>。,
72,73,"1,2,3,4,6,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,24,49,wash,wash,,,～を洗う，洗濯がきく,名詞形,washing,,,<S><SB>I <B>washed</B> my husband's shirts</S> and socks.,私は夫のシャツと靴下を<B>洗濯した</B>。,
73,73,6,1,1,第1章　中学必修語200,§1　動詞60,24,49,wash,wash,,,～を洗う，洗濯がきく,形容詞形,washable,,,<S><SB>I <B>washed</B> my husband's shirts</S> and socks.,私は夫のシャツと靴下を<B>洗濯した</B>。,
74,73,"1,2,3,4,6,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,24,50,pull,pull,,,～を引く，引っ張る,反義語,push,,,<S><SB>Kate <B>pulled</B> the curtain across the window</S>.,ケイトは窓のカーテンを<B>引いた</B>。,
75,73,"1,2,3,4,6,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,24,51,build,build,,,～を建てる，建設する,名詞形,building,,,<S>We started <B>building</B> our house</S> last year.,私たちは昨年家を<B>建て</B>始めた。,building / to build
76,73,"1,2,3,4,6,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,24,52,cook,cook,,,～を料理する；料理人,名詞形「料理」,cooking,,,<S><SB>Tracy <B>cooked</B> dinner for <SB>David</S> on Saturday night.,トレイシーは土曜の夜に，デイビッドのために夕食を<B>作った</B>。,
77,73,"1,2,3,4,6,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,24,53,ride,ride,,,（乗り物など）に乗る,名詞形,riding,,,<S><SB>I sat in the train and <B>rode</B> it</S> into Tokyo.,私は電車に座り，東京に<B>乗って行った</B>。,
78,73,"1,2,3,4,6,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,24,54,push,push,,,～を押す，押しつける,形容詞形,pushing,,,<S>He <B>pushed</B> the doorbell and waited</S> for a few minutes.,彼はドアベルを<B>押し</B>，数分待った。,
79,73,6,1,1,第1章　中学必修語200,§1　動詞60,24,54,push,push,,,～を押す，押しつける,反義語,pull,,,<S>He <B>pushed</B> the doorbell and waited</S> for a few minutes.,彼はドアベルを<B>押し</B>，数分待った。,
80,73,"1,2,3,4,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,24,55,kick,kick,,,～をける；～をけって動かす,,,,,<S><SB>Larry <B>kicked</B> the ball to another player</S>.,ラリーはボールを<B>けって</B>他の選手に渡した。,
81,73,"1,2,3,4,6,8,10,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,24,56,like,like,,,～を好きである；～のような,名詞形,liking,like to do [doing],doするのが好きだ,"<S><SB>I <B>like</B> to play video games</S>, but my sister doesn't.",私はビデオゲームをするのが<B>好きだ</B>が，妹はそうではない。,
82,73,6,1,1,第1章　中学必修語200,§1　動詞60,24,56,like,like,,,～を好きである；～のような,反義語,dislike,like to do [doing],doするのが好きだ,"<S><SB>I <B>like</B> to play video games</S>, but my sister doesn't.",私はビデオゲームをするのが<B>好きだ</B>が，妹はそうではない。,
83,73,"1,2,3,4,6,8,10,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,26,57,want,want,,,～を望む,形容詞形,wanting,want O to do,Oにdoしてほしい,<S>My boss <B>wanted</B> me to work</S> on Saturday.,私の上司は，私が土曜日に勤務するのを<B>望んだ</B>。,
84,73,"1,2,3,4,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,26,58,go,go,,,行く；進む,,,,,"<S>He <B>went</B> to <SB>London</S>, and then Paris.",彼はロンドンに<B>出かけ</B>，続いてパリに行った。,
85,73,"1,2,3,4,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,26,59,come,come,,,来る,,,,,<S>She <B>came</B> to the door when</S> I rang the bell.,私がドアのベルを鳴らすと，彼女がドアの所に<B>来た</B>。,
86,73,"1,2,3,4,6,11,12,13,14,15,16,17",1,1,第1章　中学必修語200,§1　動詞60,26,60,drink,drink,,,～を飲む；酒を飲む；飲み物,形容詞形,drunk / drunken,,,"<S>Which would you like to <B>drink</B></S>, tea or coffee?",お茶とコーヒーのどちらを<B>お飲みになります</B>か。,
87,73,6,1,1,第1章　中学必修語200,§1　動詞60,26,60,drink,drink,,,～を飲む；酒を飲む；飲み物,名詞形「酔っぱらい」,drunkard,,,"<S>Which would you like to <B>drink</B></S>, tea or coffee?",お茶とコーヒーのどちらを<B>お飲みになります</B>か。,
88,73,"1,2,3,4,5,6,11,12,13,14,15,16,17",2,1,第1章　中学必修語200,§2　名詞100,28,61,number,num<A>ber,,1,数，数字,形容詞形「数の」,numeral,,,<S><SB>I wrote my telephone <B>number</B></S> on the paper.,私は自分の電話<B>番号</B>を紙に書いた。,
89,73,6,2,1,第1章　中学必修語200,§2　名詞100,28,61,number,num<A>ber,,1,数，数字,形容詞形「無数の」,numerous,,,<S><SB>I wrote my telephone <B>number</B></S> on the paper.,私は自分の電話<B>番号</B>を紙に書いた。,
90,73,"1,2,3,4,5,6,11,12,13,14,15,16,17",2,1,第1章　中学必修語200,§2　名詞100,28,62,problem,prob<A>lem,,1,問題,形容詞形,problematic,,,<S>This could become a big <B>problem</B></S>.,このことは大きな<B>問題</B>になるかもしれない。,
91,73,"1,2,3,4,5,6,11,12,13,14,15,16,17",2,1,第1章　中学必修語200,§2　名詞100,28,63,country,coun<A>try,,1,国；田舎,類義語「国家」,state / nation,,,<S>That <SJ> animal lives only in this <SJ> <B>country</B></S>.,その動物はこの<B>国</B>にしか住んでいない。,
92,73,6,2,1,第1章　中学必修語200,§2　名詞100,28,63,country,coun<A>try,,1,国；田舎,類義語「田舎」,countryside,,,<S>That <SJ> animal lives only in this <SJ> <B>country</B></S>.,その動物はこの<B>国</B>にしか住んでいない。,
93,73,"1,2,3,4,11,12,13,14,15,16,17",2,1,第1章　中学必修語200,§2　名詞100,28,64,word,word,,,語，言葉,,,,,<S><SB>I learned some new <SB>English <B>words</B></S> today.,私は今日新しい英<B>単語</B>をいくつか学んだ。,
94,73,"1,2,3,4,6,11,12,13,14,15,16,17",2,1,第1章　中学必修語200,§2　名詞100,28,65,type,type,,,種類，タイプ,形容詞形,typical,,,<S>What <B>type</B> of car would you like to buy</S>?,あなたはどんな<B>種類</B>の車を買いたいですか。,
95,73,6,2,1,第1章　中学必修語200,§2　名詞100,28,65,type,type,,,種類，タイプ,類義語,kind / sort,,,<S>What <B>type</B> of car would you like to buy</S>?,あなたはどんな<B>種類</B>の車を買いたいですか。,
